"CRASH_UNIT_ID","CRASH_RECORD_ID","RD_NO","CRASH_DATE","UNIT_NO","UNIT_TYPE","NUM_PASSENGERS","VEHICLE_ID","CMRC_VEH_I","MAKE","MODEL","LIC_PLATE_STATE","VEHICLE_YEAR","VEHICLE_DEFECT","VEHICLE_TYPE","VEHICLE_USE","TRAVEL_DIRECTION","MANEUVER","TOWED_I","FIRE_I","OCCUPANT_CNT","EXCEED_SPEED_LIMIT_I","TOWED_BY","TOWED_TO","AREA_00_I","AREA_01_I","AREA_02_I","AREA_03_I","AREA_04_I","AREA_05_I","AREA_06_I","AREA_07_I","AREA_08_I","AREA_09_I","AREA_10_I","AREA_11_I","AREA_12_I","AREA_99_I","FIRST_CONTACT_POINT","CMV_ID","USDOT_NO","CCMC_NO","ILCC_NO","COMMERCIAL_SRC","GVWR","CARRIER_NAME","CARRIER_STATE","CARRIER_CITY","HAZMAT_PLACARDS_I","HAZMAT_NAME","UN_NO","HAZMAT_PRESENT_I","HAZMAT_REPORT_I","HAZMAT_REPORT_NO","MCS_REPORT_I","MCS_REPORT_NO","HAZMAT_VIO_CAUSE_CRASH_I","MCS_VIO_CAUSE_CRASH_I","IDOT_PERMIT_NO","WIDE_LOAD_I","TRAILER1_WIDTH","TRAILER2_WIDTH","TRAILER1_LENGTH","TRAILER2_LENGTH","TOTAL_VEHICLE_LENGTH","AXLE_CNT","VEHICLE_CONFIG","CARGO_BODY_TYPE","LOAD_TYPE","HAZMAT_OUT_OF_SERVICE_I","MCS_OUT_OF_SERVICE_I","HAZMAT_CLASS"
"150068","1a56d8aba6d3bef044aeed548f89ba442e75d7bbe429ebc252db3fdbd11cb9c261674297f3bda4bcc2a9c7cdd342012a76be2c39d2566111f34561319178b813","JA238730","04/25/2017 03:12:00 PM","1","DRIVER",NULL,"149386.0",NULL,"THOMAS BUILT BUS CO.","THOMAS BUILT BUS CO.","IL","2012.0","NONE","BUS OVER 15 PASS.","SCHOOL BUS","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150139","7784d691ec26a88ee4ba46b3e9cb458a03cf3cec8d2fd7d52d517ec709ce519ad714a663b84dad904b209b9ead07447ffbd3ce614ad64001a4b6a2829a7cf49e","JA238911","04/25/2017 05:30:00 PM","1","DRIVER",NULL,"149446.0",NULL,"NISSAN","NISSAN ALTIMA","IL","2016.0","UNKNOWN","PASSENGER","TAXI/FOR HIRE","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150156","9f98b05862b3bf95d1cbc44f406ba9655f2f8275aad68f48066f87e664dc62d81349e9f793b85ec732efcf11214f4e505a119e83826e02670bb5b5ed12954008","JA238998","04/24/2017 08:00:00 PM","1","DRIVER",NULL,"149450.0",NULL,"HYUNDAI","ELANTRA","IL","2016.0","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150683","8df647046f1ea63fe0d1b3369e808deea94dee06575f55f9e52d103d1aaa889cbaa1a2f7c387798ae849f3f908e173094571eb32e9dae2c6d6387b30f5d6f48b","JA240897","04/27/2017 07:45:00 AM","2","DRIVER",NULL,"149957.0",NULL,"JEEP","UNKNOWN","IL","2015.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150770","e7eaeb1589deb285ac8f54e6f06a1e6075a6923107433953e64b8e0e5a76d5ded529b60fe2dc5ad803e88da380e7c41c10a85d5562ff399782740c9efcf115bb","JA240189","04/26/2017 03:44:00 PM","2","PARKED",NULL,"150039.0",NULL,"CHEVROLET","MALIBU (CHEVELLE)","IL","2016.0","NONE","PASSENGER","NOT IN USE","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150909","13737d94dfa811cf41e63f166d5ccf854c3697160e1e2c1e21aaa84bd1958232470adcf7dd589682d97f4f88430d47427c729ab501feb52dda3be0162c15dca2","JA240159","04/26/2017 03:00:00 PM","1","DRIVER","1.0","150169.0",NULL,"HYUNDAI","UNKNOWN","IL","2014.0","NONE","PASSENGER","PERSONAL","W","ENTERING TRAFFIC LANE FROM PARKING",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151081","505eda5aa60a0d605bb60dafca2d914a58bc001ca7004da749efb88c10b1ea0eeda11c7dcc953f3570c4ac40e05ef906482f7d81cd9bfe82562d9a184e97f3d3","JA242267","04/28/2017 07:25:00 AM","2","DRIVER",NULL,"150345.0",NULL,"JEEP","PATRIOT","IL","2015.0","NONE","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151596","b75bba1bab7545e7e4a53af7d4c40da1fff594d839666a9fe18528a605ff7e126e5231248bc05043015b167b419dde931e34a0e465a25ff4d3b3fb9f87d2b942","JA244042","04/29/2017 02:00:00 PM","1","DRIVER",NULL,"150819.0",NULL,"NISSAN","VERSA","IL","2009.0","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151611","846c2ee2bfc80fe1e3b2891c81a12b1e874b47818aef944d7d2dbce23590e69b8fe81fad8dc12398ca4e3637d0d812859efb427518e82a0ffc3bfeddb9ed61f3","JA244019","04/29/2017 01:20:00 PM","2","PARKED",NULL,"150843.0",NULL,"INFINITI","UNKNOWN","IL","2014.0","NONE","PASSENGER","PERSONAL","E","PARKED","Y",NULL,"0.0",NULL,"PRIVATE",NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151700","e85e9b3dfa732b5b5b18b89c742ea4ac82bb4689da67f90d020e3c5c8240c0d676ec9aa83bfc53e80c12799e1063d6b8170fc6b077d5a51a72956e59eaa80b02","JA244208","04/28/2017 04:00:00 PM","1","DRIVER",NULL,"150925.0",NULL,"MERCEDES-BENZ","250 SERIES",NULL,"2017.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151753","3843fc7d334f97f9a727ece3413deaf29e07b9628606234f4cfd3fc60a60062596679d2dce2d879a7fbf5a08a57d587b518a0dc62ac098c5c8f41c7bc684b0cb","JA244324","04/29/2017 04:40:00 PM","2","DRIVER","4.0","150981.0",NULL,"HONDA","FIT","IL","2016.0","NONE","PASSENGER","TAXI/FOR HIRE","S","STRAIGHT AHEAD",NULL,NULL,"5.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"151962","0d78569551ca3638695c67294ab713ec7c038921f140437ca3b059b342ad7d3bc22811c03487067784b04c151c83f7c8f5b61c0564f7b42da9dc83a96be13d42","JA245040","04/30/2017 11:29:00 AM","2","PARKED",NULL,"151188.0",NULL,"HYUNDAI","ELANTRA","IL","2016.0","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"152099","0844cc7d9451109db436aadb374ec5a6d71c0dc98a0a07c1515c9e7bf07292916b2a148604e9eb0d4b3c8b08232ce3009ebb9e485c6696dd0f47c19c478e1401","JA245349","04/30/2017 03:56:00 PM","2","DRIVER",NULL,"151320.0",NULL,"FORD","F150","TX","2013.0","UNKNOWN","PICKUP","PERSONAL","N","OTHER",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"152375","8c00e250d59165c80f9b18e65c896de2cc1b3a5ffd1147f2d3e8b87b1bfa6d3a17f34960593487563a4697864e9239cdb7ae5cc726dcbaaba913952c49768135","JA246431","05/01/2017 02:00:00 PM","2","DRIVER",NULL,"151587.0",NULL,"BUICK","BUICK","IL","2014.0","NONE","PASSENGER","PERSONAL","UNKNOWN","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y","N",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"152457","0fb01613696f45602e5da9f2a91ae47d536c0c35e7b8fb4d7ec0dd6b7bbaeafa5d49244024636aed90d1e27581b56003126aad4af6ce1a1bf405d9e7ccf9ae76","JA246640","05/01/2017 03:15:00 PM","2","DRIVER","1.0","151670.0",NULL,"DODGE","CHARGER","VA","2017.0","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"152840","590788310f18433add064c23bb0fae317ebd86fb1ec0e6a53f3bea4e0c34e29fe15d862be6384ec969aea4b20bae0573d314f252e066add617e3a5f6f104dd02","JA247835","05/01/2017 03:30:00 PM","2","DRIVER",NULL,"152045.0",NULL,"CHEVROLET","IMPALA","IL","2011.0","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"153086","58618c83dc3932cdaecc371d3d9f2d92da14d80061eb17a4c9923e55560e6f89606207ef7219fbde1f7cb5e9357c7279553233e06603dc416e05212a3610df44","JA248623","05/03/2017 08:11:00 AM","2","DRIVER",NULL,"152292.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Tundra","IL","2008.0","NONE","PICKUP","PERSONAL","W","STRAIGHT AHEAD","Y",NULL,"1.0",NULL,"PRIVATE","UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154017","c4a1ac84b514d690fe725f747c14eb0d9710466f3b2cc0428b584e6c6ab01e05c77e5b86226d9a580cf6ca1576819cf8203c80cef85085b2037d11340a4dc730","JA251767","05/05/2017 02:15:00 PM","1","DRIVER",NULL,"153177.0",NULL,"HONDA","CRV","IL","2016.0","NONE","PICKUP","PERSONAL","UNKNOWN","ENTERING TRAFFIC LANE FROM PARKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154057","e4f965298423d6ae786db79ec95689023a1a96ed890536493f968e9c2f71b6de08b53e11724ce3a8cc08bed59fed643bd36640b608397eeaf8c7d927bfca2879","JA251801","05/05/2017 03:05:00 PM","2","DRIVER",NULL,"153229.0",NULL,"FORD","EXPLORER","IL","2011.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154183","11ccbe3ced06506e2cda5cd7a2016aaef5804b7f7205d4e361fe6dd0f057f14c4e333805ae0471807897f6608ae5194dbab10434f0847cd9d80069d9dcb840ff","HA252255","05/05/2017 05:30:00 PM","2","DRIVER",NULL,"153345.0",NULL,"KIA MOTORS CORP","Optima","IL","2016.0","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154244","4086df6d8ade1c917faad806677a288b83dd5483ebcb38eac82e05970cd6abf7ce5070e1cb6c6e4b1054bf1a8f730f1709e28abbba13ff4d4da670f14e946394","JA252520","05/06/2017 12:01:00 AM","2","DRIVER","4.0","153403.0",NULL,"DODGE","RAM 1500 PU","IL","2013.0","NONE","PICKUP","PERSONAL","S","PASSING/OVERTAKING",NULL,NULL,"5.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154310","37739767009e88dab29ecdcaa038281a58797fe06ce4012ee17615f899759021bc462fb1c9b0dfa19f4a68d12a3e95cb67da07bb5e8c3edbf76752d80cc9bcc9","JA252768","05/06/2017 08:35:00 AM","2","DRIVER",NULL,"153468.0",NULL,"INFINITI","UNKNOWN","IL","2015.0","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154523","4b854f5e20d4ab6a2e943846db9201fba14607e7c2976125e0cccb80e6cccaff24a5bec17fba464d4159bb4ea6f4bebc1973bb89c594a2530e326cf9b1621285","JA253363","05/06/2017 05:48:00 PM","2","DRIVER",NULL,"153676.0",NULL,"FORD","FUSION","IL","2016.0","UNKNOWN","PASSENGER","PERSONAL","W","UNKNOWN/NA","Y",NULL,"1.0",NULL,"owner","unk",NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y","Y",NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154872","b53a77b44bccdfee074f5ea25ec14896fbfe886a1deabfd5a1603b21e9f2f30eceb889430270049ef26b7591e4fe9217b7e5768e57c7f57c628437ae44c73ef6","JA254518","05/07/2017 05:53:00 PM","2","PARKED",NULL,"154024.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","COROLLA","IL","2011.0","NONE","PASSENGER","PERSONAL","N","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y","Y",NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155166","6515b54365bb750564e2e2b5ed3b6377dafc93410a575c80bba871a56fc4da9de44ed6ee5bb33290b1b0eed7958fe4a547cda78ab268f4916baac6c1d8c4b4df","JA255721","05/08/2017 04:15:00 PM","2","DRIVER",NULL,"154318.0",NULL,"CADILLAC","CTS","IL","2011.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155178","83ac2b6f8696e8e1381f261fd7d334ea38991029f061cd82b858c6c1e34a121e2fb389ce67b10e5900148d92826414b26e7fbca28248d26b9c4c4eb80952afde","JA255762","05/08/2017 05:30:00 PM","2","DRIVER",NULL,"154316.0",NULL,"DODGE","CALIBER",NULL,"2009.0","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155182","39527cb1a91ea3b1e3daaa09abfdbedef4aca43f40d6ae28f86c41bbcbc4e3c1233032fe8d8b87e0ab1a096a77d6d2b9c98a6569ff2278246a75d3880f13cc51","JA255784","05/08/2017 10:00:00 AM","2","PARKED",NULL,"154320.0",NULL,"HARLEY-DAVIDSON","UNKNOWN","IL","2016.0","NONE","MOTORCYCLE (OVER 150CC)","PERSONAL","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155246","cf211632fdab0ff6336268cf7799642f58a08cbb7ef664f6a9ccd051de74791bbf995cd4a747a7f18fad34453b697c4c70d58e59c3ec021ec596f25593dfeb5b","JA255850","05/08/2017 06:43:00 PM","1","DRIVER",NULL,"154385.0",NULL,"BUICK","LACROSSE","IL","2011.0","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155314","19f28a19c6b357ab8bb05c36b76a38b7674b78ced39a4cd75eb93d92cec792d55274eab9b4238c4bd852cb4a12e19d29306cf7e6300f84339e4fa227a40e1329","JA254913","05/08/2017 03:30:00 AM","2","PARKED",NULL,"154451.0",NULL,"CHEVROLET","CRUZE","IL","2015.0","NONE","PASSENGER","NOT IN USE","E","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,"Y","Y","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"155966","c745930bc91737b9beb10831e75d6439742bf7b3f283e3d881f9a352ff5bf14160cbe9c153abb26fe9e86d6fc2321fb0c321a2dab611afcb4c38ed76b59b24ce","JA258466","05/01/2017 01:00:00 PM","2","DRIVER",NULL,"155073.0",NULL,"DODGE","CHARGER","IL","2014.0","NONE","PASSENGER","PERSONAL","S","BACKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y","Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"156003","f5fb34619561ede8d3c299ed182aeaed828c9bf63cb67faf77eee3b87c6ea4b7050e8a9f40eab7cce7aca9e007dd7e46e6b95af350b68b0f60320b596838946f","JA258598","05/10/2017 06:30:00 PM","1","DRIVER",NULL,"155101.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Prius","IL","2013.0","NONE","PASSENGER","TAXI/FOR HIRE","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NONE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
