"CRASH_UNIT_ID","CRASH_RECORD_ID","RD_NO","CRASH_DATE","UNIT_NO","UNIT_TYPE","NUM_PASSENGERS","VEHICLE_ID","CMRC_VEH_I","MAKE","MODEL","LIC_PLATE_STATE","VEHICLE_YEAR","VEHICLE_DEFECT","VEHICLE_TYPE","VEHICLE_USE","TRAVEL_DIRECTION","MANEUVER","TOWED_I","FIRE_I","OCCUPANT_CNT","EXCEED_SPEED_LIMIT_I","TOWED_BY","TOWED_TO","AREA_00_I","AREA_01_I","AREA_02_I","AREA_03_I","AREA_04_I","AREA_05_I","AREA_06_I","AREA_07_I","AREA_08_I","AREA_09_I","AREA_10_I","AREA_11_I","AREA_12_I","AREA_99_I","FIRST_CONTACT_POINT","CMV_ID","USDOT_NO","CCMC_NO","ILCC_NO","COMMERCIAL_SRC","GVWR","CARRIER_NAME","CARRIER_STATE","CARRIER_CITY","HAZMAT_PLACARDS_I","HAZMAT_NAME","UN_NO","HAZMAT_PRESENT_I","HAZMAT_REPORT_I","HAZMAT_REPORT_NO","MCS_REPORT_I","MCS_REPORT_NO","HAZMAT_VIO_CAUSE_CRASH_I","MCS_VIO_CAUSE_CRASH_I","IDOT_PERMIT_NO","WIDE_LOAD_I","TRAILER1_WIDTH","TRAILER2_WIDTH","TRAILER1_LENGTH","TRAILER2_LENGTH","TOTAL_VEHICLE_LENGTH","AXLE_CNT","VEHICLE_CONFIG","CARGO_BODY_TYPE","LOAD_TYPE","HAZMAT_OUT_OF_SERVICE_I","MCS_OUT_OF_SERVICE_I","HAZMAT_CLASS"
"143906","21bc4f591f9344363b1bd0aa0e154d12d0b112fcbd5e5613ec882522951b782a4358337b7de2d7ddb097e3ed755d3c386f62e855c26deadb8ea7c5323f662750","JA216860","04/07/2017 11:36:00 AM","1","DRIVER",NULL,"143430.0",NULL,"FORD","ECONOLINE E350","IL","2016.0","NONE","BUS UP TO 15 PASS.","OTHER TRANSIT","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"143947","2d6822736968af368de10532860ed8ea69b224bc24b63557f4c0fbafb379eb81b5cc7237183adc2b969ab4d1def4a313842907cf4771cd35ba06178bf82dd08a","JA215995","04/07/2017 07:45:00 AM","2","DRIVER",NULL,"143471.0",NULL,"NISSAN","NISSAN ALTIMA","IL","2015.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144031","cefa44ac8818a396657b238f937c4455387bf16a47252bb1de8778d9cf25921f1e2910c16b8c652cd19c125b91f6ef4574a61cdae7e8e258c037d7c26a32ca4b","JA216228","04/07/2017 04:00:00 PM","1","DRIVER",NULL,"143553.0",NULL,"CHEVROLET","MALIBU (CHEVELLE)","IL","2008.0","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144087","df10770560c6f8c0db843996f8900bc0f453a7af509c9feac12fabd3e9ff2df8d7110960f3eca4f6f12db31ae705d82de205ee9e4083892022712cfe8fbf38f1","JA216404","04/06/2017 03:09:00 PM","1","DRIVER",NULL,"143613.0",NULL,"CHEVROLET","TRAVERSE","IL","2016.0","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144126","94916d4b0c44b124d3e78aa13ca6aaffe77bcd1380746ece57440dc7810670a183ee4995f3e1456a75949a3831a25c37ed12c275feca40bf65e858faa34c9026","JA216480","04/07/2017 05:30:00 PM","2","DRIVER",NULL,"143641.0",NULL,"JEEP","CHEROKEE","IL","2009.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144780","07aa68e943fb81942aed1113a1f9707d3f1da49311b0b29ef2c7b7563616a250ddaf12ef97567394998e73f214f267768b447dca5bb2ceb3b63067400d36d5f4","JA218984","04/09/2017 07:25:00 PM","2","PARKED",NULL,"144277.0",NULL,"NISSAN","MAURANO","IL","2013.0","NONE","PASSENGER","PERSONAL","N","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144934","3d8551a341a0eda6f4fb83d075c3f1188a2119c0d905dfd9d82372c61e4dc5dab6ba5a7a4b09a33ffa4cb7e3b9272b811ad651f11c9bf4f54a6f9c7ca03d3b28","JA219655","04/10/2017 01:40:00 PM","1","DRIVER",NULL,"144420.0",NULL,"CHEVROLET","CRUZE","IL","2017.0","NONE","PASSENGER","PERSONAL","N","MERGING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"144965","10d98f7c0c71a432028ce486b9c134427e21383d2153651e0f9d7692ea001624b8d1336bc46836f04fe19b752bc16e4d5e79287aa7f82512867786eeddcac97d","JA219745","04/10/2017 02:40:00 PM","2","PARKED",NULL,"144450.0",NULL,"HONDA","CIVIC","IL","2016.0","NONE","PASSENGER","NOT IN USE","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145265","213b05024740529cbda878b340bf5a7bed08f7022990d288b268d8e3753e3514719e33f0d86945fec41f8dbf7f1b813c244a0af65729a2be42ce756075f62dbf","JA220729","04/11/2017 11:56:00 AM","2","DRIVER",NULL,"144754.0",NULL,"HYUNDAI","ELANTRA","IL","2008.0","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145391","697abe098ec16588ed829c05b637a74d7ea466f482bd29ddc823f222b0cad8fc1704704b240eda4b98e9a0331d39c37021d3589ad9fb57e5bafed7760445557f","JA221292","04/11/2017 06:00:00 AM","2","PARKED",NULL,"144856.0",NULL,"MAZDA","CX-7",NULL,"2008.0","NONE","PASSENGER","NOT IN USE","UNKNOWN","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145443","3dd4d7a7a36efa448126615c8ae17c5bc68af3a3dca69c7a5a4150bea7e1cc38a96d1b15b8d86a381c29ea5aa129ddef8fd3059a21f019e85f80eefad671e6df","JA221509","04/11/2017 10:19:00 PM","1","DRIVER",NULL,"144914.0",NULL,"JEEP","CHEROKEE","IL","2008.0","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",NULL,"1.0",NULL,"EL JAJON","16TH 46CT CI",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145547","3b9a544c7b0371ff7b754b0a9a91faaa87f5abfed0b2498341d891f4f4cc82ca9da6a2dd361f9214c806b4811dbeeb2eb6880a80a21677b794fa2f9545e06717","JA222068","04/10/2017 03:57:00 PM","1","DRIVER",NULL,"145019.0","Y","UNKNOWN","UNKNOWN","IL","2012.0","UNKNOWN","BUS OVER 15 PASS.","CTA","S","CHANGING LANES",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145575","fbf040fb1a1f49ffb3427b2f65c83d7a37ec57d86095761ee9f96d0ce2308f484b6a0fadd47304ff6c40acbff8efe84fb6ee9d04e6ac4763be0b1f78fc424e8b","JA222174","04/12/2017 02:10:00 PM","2","DRIVER",NULL,"145046.0",NULL,"LEXUS","CT200H","IL","2013.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145725","5d0efb16585bff7d73a79467461cb485838fd77119175f97b42beec1130f19b0d7f856c9fe6f2566f7c6a0e58f37dea679515d31de3cfc779aef18db734f05d9","JA222602","04/12/2017 06:40:00 PM","1","DRIVER","3.0","145186.0",NULL,"CHEVROLET","CRUZE","IL","2016.0","UNKNOWN","PASSENGER","UNKNOWN/NA","N","SLOW/STOP - LOAD/UNLOAD",NULL,NULL,"4.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"146428","e0c4170c33d4c88e20029a1046bc3a56c8652b334695437f0d493c58c989a148f4b4bd660dd06354cf904c60d2958daae1065d90ebeae2de8c2d566d46fd712e","JA225284","04/15/2017 12:00:00 AM","2","DRIVER","2.0","145852.0",NULL,"JEEP","JEEP/GRAND CHEROKEE","IL","2015.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","TURNING LEFT","Y",NULL,"3.0",NULL,"private",NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"146538","58174083fa46a0e238a75e0184899d02b921af77f8850730c6986df543b2593d38d4236ca537cfdf398642ca9d083c77a6064522c8c79b1e99324d3a8e5cdf5e","JA225814","04/15/2017 11:40:00 AM","2","DRIVER",NULL,"145965.0",NULL,"FORD","ESCAPE (SUV)","IL","2012.0","NONE","PASSENGER","TAXI/FOR HIRE","SE","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"146940","a9b9561e3c5ec84bc807b3600e2029fc7b16c761cf205a8b423da9fe7b7d360ece53d1b620bbf81b45e945b23dc33949f041605fb830912def125e274cd31ebc","JA227057","04/16/2017 01:20:00 PM","2","DRIVER","3.0","146352.0",NULL,"SUZUKI","Vitara","IL","2012.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"4.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"147137","cb8d84beb601224a06b13471ba50383804d32109c4198aa7032648dc61115bd3240c43653c0cfcddcb6e2640350c579703ae3a8ebe3626391da01821382258e0","JA227948","04/17/2017 09:00:00 AM","2","PARKED",NULL,"146539.0",NULL,"CADILLAC","CTS","IL","2010.0","NONE","PASSENGER","PERSONAL","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"147197","87be500d98647419ebaf26e9990c7014bbbf804332275d1928f9d51c6de0da24333a555845219047efe1619fbd5b1a9af84979f006626ec6b181c3556dd4457c","JA228136","04/17/2017 05:45:00 AM","2","DRIVER",NULL,"146602.0",NULL,"DODGE","CARAVAN","IL","2012.0","NONE","VAN/MINI-VAN","PERSONAL","NE","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y","Y",NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"147410","bc856f6a37c2d1f9a579fb85e6e4036aa367e5dd0e9cf233f54110fe82b181295da1b11f91a7fd4a9b68f2cf870e8bf8c76d6d22332737d2da00840efcc597c9","JA228764","04/17/2017 06:15:00 PM","2","DRIVER",NULL,"146803.0",NULL,"SUBARU","IMPREZA","IL","2011.0","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"147736","aa7073a21453969a6404d9f2b754f536a96002503f99c5a8b830d5e08a49f48dee1c3014aae5ea57d1493dd950164a34ffa5c7de9122276d845d6805fd9fd419","JA229951","04/18/2017 03:40:00 PM","1","DRIVER",NULL,"147120.0",NULL,"NISSAN","JUKE","IL","2016.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"147798","39969ac06fa8e497d082e32b59b897f91d26c74a78a747c9a9c0e0416a589a33158d5a014d21ded64f468ea3acb08f8121b079b50f9adea86f606779d9313c69","JA230103","04/18/2017 06:30:00 PM","1","DRIVER",NULL,"147175.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","IL","2011.0","NONE","PASSENGER","PERSONAL","UNKNOWN","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148049","e15488abba04e4acd87877b2f7953a9253254a4607e6cea097c461b920bd5ff087423ac6a842b4b777487c1c1fb9bc2e1bfba4c01d0f1b61e87aac10d469a3cc","JA231471","04/19/2017 08:13:00 PM","2","DRIVER",NULL,"147425.0",NULL,"KIA MOTORS CORP","Optima","IL","2015.0","NONE","PASSENGER","OTHER","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148098","4cfa7efd529490bd2f7c6f5c54f27831a59168aeebc7899349759f6dfe8620bceaed5cc1eaa4a06fae58717a3b357b10c977a71d2d8ceeb8a90c442ee12d4000","JA230717","04/19/2017 06:00:00 AM","2","PARKED",NULL,"147472.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2014.0","NONE","PASSENGER","PERSONAL","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148150","1eaf0cdc8e20f58bfdd0b49ab40e3eb67eb662d7ead3469cb25e85289ffebaa7cce2c8e7b09721beb7ffdc43831ff39eaf8780a8fa1060a80e9ae356fb12f16c","JA231972","04/18/2017 07:30:00 AM","1","DRIVER",NULL,"147524.0",NULL,"FORD","UNKNOWN","IL","2013.0","NONE","PASSENGER","TAXI/FOR HIRE","S","PASSING/OVERTAKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148256","d094c98363ca2611548f4e5c17993a5c11bf243701c8f24c587ab5e52cd4335fd65549801a6992248740bfac4040b545cd6a3f22db9322480d07db01cf3d3f3b","JA232287","04/20/2017 10:25:00 AM","1","DRIVER",NULL,"147622.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Highlander(beginning vehicle year 2001)","IL","2009.0","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","S","BACKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148271","26c8d36563c572b2c537bf2449427f7187417f7d6ca4dfb7e11fc21781501eae03fe0483c6cb8e77be4db8b5da363cb5bc3af31f2e023cefc96c9b78821df163","JA230805","04/19/2017 08:08:00 AM","2","DRIVER","1.0","147642.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","IL","2011.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148377","1a7f843e35f6202e90cb43bde1f42368d36b0d6eafa1d8434ea51feca3d8c3b3f223e44915541ea9a4c8092085dff4ac9b85fd66cbf3db3607b16c9e9f5f31e7","JA232645","04/20/2017 05:45:00 PM","1","DRIVER","2.0","147743.0",NULL,"HYUNDAI","SONATA","IL","2011.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"3.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148552","62a58d5cadc76f91732619c59303f5b9280d579b7937748f6a7e55ae09d7a59d00800b805f933fce15716e4a20710f67b61ebcc8e7884d37402214df3a463a08","JA233387","04/21/2017 12:10:00 PM","1","DRIVER","2.0","147913.0",NULL,"VOLKSWAGEN","RABBIT","IL","2009.0","NONE","PASSENGER","PERSONAL","NE","TURNING LEFT",NULL,NULL,"3.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148604","1637d351b9fa942a6c3f175b497c62c93a820a06a4db52efc8abc07ed4a697075a0ceba980d9ba5c4fe2dfd295134a3031f43baf1f7f1ea2360fc5f337fa5029","JA233552","04/20/2017 08:00:00 AM","2","PARKED",NULL,"147966.0",NULL,"CHRYSLER","200","IL","2013.0","NONE","PASSENGER","NOT IN USE","W","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"148785","b9ced266a34fce3efc49b4ad9c3043e986572d4d1d3298558fdbc01b1a746df55b057aa541d75d792aa09b87223884037b0fb37e99c5348458a2bf7dc646c677","JA233950","04/21/2017 06:50:00 PM","2","PARKED",NULL,"148141.0",NULL,"CHEVROLET","CRUZE","IL","2014.0","UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
